MANIFESTID,TRUCKNO,DRIVER,ManIfestPool,SHIPDATE,Company,TRAILER,STATUS,ManIfest Warehouse,ManIfestName,ManIfestWeIght,CREATEDDATETIME,POSTINGSTARTDATETIME,POSTINGSTARTDATETIMETZID,POSTINGENDDATETIME,POSTINGENDDATETIMETZID,INVENTTRANSID,SALESID,STOPNUMBER,CustAccount,SCANNEDQTY,REASON,PACKINGSLIPID,SCANNEDERRORSQTY,LIneWeIght,PRODUCTDESCRIPTION,PICKEDQTY,PRODUCTINDICATOR,MANIFESTSTOPTYPE,ReferenceNumber,REMAINSALESPHYSICAL,DELIVERYNAME,BIllIngSQFTtotal,SaleAmount,ManIfestPostedDate,ShIp date From PS
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600584819,SO10095662,57,15807,1,,SS12354696,0,81.6018278,33 11/16 X 71 5/8 {Shape:00} 81.60<BR>Shower Glass- 3/8<BR>Holes < 1<BR>Polishing        Side: 1 2 3 4<BR>3101,0,M,0,W55975712,1,,17,255.1,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600584839,SO10095662,57,15807,1,,SS12354696,0,81.6018278,33 11/16 X 71 5/8 {Shape:00} 81.60<BR>Shower Glass- 3/8<BR>Holes < 1<BR>Polishing        Side: 1 2 3 4<BR>3101,0,M,0,W55975713,1,,17,263.27,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600595852,SO10095871,56,17576,1,,SS12354693,0,60.8625,40 X 67 5/8 {Shape:03} 60.86<BR>1/4 Vitro Mirror Annealed<BR>Triangles & Traps<BR>Outlet<BR>Polishing        Side: 1 2 3 4<BR>3101,0,M,0,W55975697,1,,18.89,196.86,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600596378,SO10095871,56,17576,1,,SS12354693,0,60.69375,40 X 67 7/16 {Shape:19} 60.69<BR>1/4 Vitro Mirror Annealed<BR>Triangles & Traps<BR>Outlet<BR>Polishing        Side: 1 2 3 4<BR>3101,0,M,0,W55975698,1,,19.83,203.53,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600597244,SO10095871,56,17576,1,,SS12354693,0,61.0875,40 X 67 7/8 {Shape:17} 61.09<BR>1/4 Vitro Mirror Annealed<BR>Triangles & Traps<BR>Outlet<BR>Polishing        Side: 1 2 3 4<BR>3101,0,M,0,W55975699,1,,18.89,196.86,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600696950,SO10096776,57,15807,1,,SS12354695,0,69.811875,73 7/8 X 42 {Shape:D} 69.81<BR>1/4 Clear Tempered<BR>Digitized Pattern<BR>Holes 1 - 3<BR>3101,0,M,0,W55975695,1,,21.58,148.13,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600707846,SO10096947,3,15616,1,,SS12354662,0,192.7282118,44 X 97 3/16 {Shape:00} 192.73<BR>Envision Door Glass- 1/2<BR>Holes < 1<BR>Polishing        Side: 1 2 3 4<BR>3101,0,M,0,W55975700,1,,29.94,380.01,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600708374,SO10096947,3,15616,3,,SS12354662,0,499.3729655,38 3/4 X 95 5/16 {Shape:00} 166.46<BR>1/2 Clear Tempered<BR>Polishing        Side: 2 3<BR>3101,0,M,0,W55988857,3,,80.01,764.55,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600715470,SO10097016,20,49350,1,,SS12354666,0,179.01,78 X 102 {Shape:D} 179.01<BR>1/4 Vitro Mirror Annealed<BR>Digitized Pattern<BR>Polishing        Side: 1 2 3 4<BR>3101,0,M,0,W55986596,1,,55.25,383.49,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600716457,SO10097016,20,49350,1,,SS12354666,0,156.06,68 X 102 {Shape:D} 156.06<BR>1/4 Vitro Mirror Annealed<BR>Digitized Pattern<BR>Outlet<BR>Polishing        Side: 1 2 3 4<BR>3101,0,M,0,W55986598,1,,48.17,361.75,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600716759,SO10097016,20,49350,1,,SS12354666,0,201.24,86 X 104 {Shape:D} 201.24<BR>1/4 Vitro Mirror Annealed<BR>Digitized Pattern<BR>Polishing        Side: 1 2 3 4<BR>3101,0,M,0,W55986600,1,,62.11,424.02,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600766915,SO10098036,67,27206,3,,SS12354699,0,78.52875,43 X 18 {Shape:00} 26.18<BR>3/8 Clear Tempered<BR>Polishing        Side: 1<BR>3101,0,M,0,W55988892,3,,16.5,309.21,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600884222,SO10099314,21,15613,1,,SS12354667,0,133.9099479,48 3/4 X 60 7/8 {Shape:00}<BR>1/4 Sunguard SN-68 HT Heat Strengthen -  1/2 Lpx Clear Ano Spacer -  1/4 Clear Heat Strength<BR>Breather Tubes<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W56003172,1,,21.53,306.16,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600893364,SO10099450,40,15677,1,,SS12354675,0,31.68,22 X 64 {Shape:00}<BR>1/8 Clear Tempered -  1/4 Lpx Clear Ano Presert (14CA) -  1/8 Comfort Select 73 Tempered<BR>Breather Tubes<BR>Muntins      1V/4H<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W56003157,1,,9.78,136.92,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600922862,SO10100066,5,26417,2,,SS12354663,0,53.62041667,71 1/2 X 8 1/4 {Shape:00}<BR>1/4 Clear Tempered -  1/2 Lpx Clear Ano Spacer -  1/4 Clear Tempered<BR>Breather Tubes<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W55999785,2,,10,144.1,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600922994,SO10100066,5,26417,1,,SS12354663,0,5.6690625,9 3/4 X 12 3/4 {Shape:00}<BR>1/4 Grey Tempered -  1/2 Lpx Clear Ano Spacer -  1/4 Clear Tempered<BR>Breather Tubes<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W56003107,1,,3,46.44,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600938523,SO10100400,67,27206,4,,SS12354701,0,561.6,1/4 Clear 48 X 130<BR>3101,0,SS,0,,4,,173.32,821.52,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600942985,SO10100467,27,32817,2,,SS12354668,0,88.10765625,42 1/8 X 23 1/8 {Shape:00}<BR>1/4 Clear Tempered -  1/2 Lpx Clear Ano Spacer -  1/4 Clear Tempered<BR>Breather Tubes<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W55999786,2,,14.66,211.26,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600943074,SO10100467,27,32817,2,,SS12354668,0,50.52515625,24 1/8 X 23 1/8 {Shape:00}<BR>1/4 Clear Tempered -  1/2 Lpx Clear Ano Spacer -  1/4 Clear Tempered<BR>Breather Tubes<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W55999787,2,,8.66,124.8,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600943126,SO10100467,27,32817,2,,SS12354668,0,99.21864583,51 5/8 X 21 1/4 {Shape:00}<BR>1/4 Clear Tempered -  1/2 Lpx Clear Ano Spacer -  1/4 Clear Tempered<BR>Breather Tubes<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W56003088,2,,15.88,228.84,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600943165,SO10100467,27,32817,2,,SS12354668,0,24.61104167,12 3/4 X 21 1/4 {Shape:00}<BR>1/4 Clear Tempered -  1/2 Lpx Clear Ano Spacer -  1/4 Clear Tempered<BR>Breather Tubes<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W56003089,2,,6,86.46,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600943239,SO10100467,27,32817,1,,SS12354668,0,41.44822917,12 3/4 X 71 3/4 {Shape:00}<BR>1/4 Clear Tempered -  1/2 Lpx Clear Ano Spacer -  1/4 Clear Tempered<BR>Breather Tubes<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W56003090,1,,7,100.87,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600947890,SO10100550,40,15677,1,,SS12354672,0,20.01333333,20 X 44 {Shape:00}<BR>1/8 Pattern-62 Tempered -  1/2 Lpx Clear Ano Spacer -  1/8 Clear Tempered<BR>Breather Tubes<BR>Muntins      1V/3H<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W56003160,1,,6.11,97.7,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600951175,SO10100630,40,15677,1,,SS12354673,0,33.95915365,33 3/8 X 44 7/8 {Shape:00}<BR>1/8 Clear Tempered -  1/2 Lpx Clear Ano Spacer -  1/8 Clear Tempered<BR>Breather Tubes<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W56003126,1,,10.86,108.6,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,600951224,SO10100635,40,15677,1,,SS12354674,0,33.95915365,33 3/8 X 44 7/8 {Shape:00}<BR>1/8 Clear Tempered -  1/2 Lpx Clear Ano Spacer -  1/8 Clear Tempered<BR>Breather Tubes<BR>Seal        Dual Polysulfide<BR>3101,0,IG,0,W56003127,1,,10.86,133.69,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601028756,SO10101253,38,16006,6,,SS12354671,0,13.1625,5 X 26 {Shape:00} 2.19<BR>3/16 FireLite Nt Standard with Film Cut Size<BR>3101,0,M,0,W56015758,6,,18,552,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601073914,SO10101860,14,27299,10,,SS12354665,0,150.075,23 X 29 {Shape:00} 15.01<BR>1/4 Clear Tempered<BR>3101,0,M,0,W56015733,10,,50,337.5,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601074046,SO10101860,14,27299,6,,SS12354665,0,108.675,23 X 35 {Shape:00} 18.11<BR>1/4 Clear Tempered<BR>3101,0,M,0,W56015734,6,,36,243,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601172662,SO10102852,41,16055,2,,SS12354689,0,88.83,23 1/2 X 84 {Shape:00} 44.42<BR>1/4 Clear Tempered<BR>3101,0,M,0,W56015737,2,,28,157.36,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601212476,SO10103361,28,27190,1,,SS12354669,0,59.32617188,28 1/8 X 93 3/4 {Shape:00} 59.33<BR>1/4 Clear Tempered<BR>3101,0,M,0,W56015741,1,,19.58,158.99,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601243215,SO10103936,67,27206,1,,SS12354702,0,4.152304688,23 13/16 X 15 1/2 {Shape:00} 4.15<BR>1/8 Clear Tempered<BR>3101,0,M,0,W56015752,1,,3,24.36,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601243783,SO10103944,5,26417,2,,SS12354664,0,33.721875,27 1/4 X 55 {Shape:00} 16.86<BR>1/8 Clear Tempered<BR>3101,0,M,0,W56015753,2,,21.78,176.86,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601243987,SO10103946,41,16055,1,,SS12354690,0,47.12132813,33 3/8 X 62 3/4 {Shape:00} 47.12<BR>1/4 Bronze Heat Strength<BR>3101,0,M,0,W56015704,1,,15.11,119.07,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601252617,SO10104098,73,15871,1,,SS12354704,0,11.97,38 X 28 {Shape:D} 11.97<BR>1/8 Clear Tempered<BR>Digitized Pattern<BR>3101,0,M,0,W56015754,1,,7.39,56.85,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601252734,SO10104098,73,15871,1,,SS12354704,0,0,Return Customer Pattern<BR>3101,0,MSC,0,,1,,0,0,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601258264,SO10104207,73,15871,8,,SS12354705,0,672,1/4 Bronze Laminated 48 X 84<BR>3101,0,SS,0,,8,,224,2912,14:54.0,9/22/2023
SM000274135,180529,Alex Duran,3101,9/25/2023,aag,180529,2,W31,,7724.310485,23:53.0,04:31.0,37001,14:54.0,37001,601352745,SO10104839,33,26218,1,,SS12354670,0,45.36,1/8 Clear 48 X 84<BR>3101,0,SS,0,,1,,28,94.36,14:54.0,9/22/2023
